id,language,domain,template_html,title,source,license_redistribution_note
126,en,Gov. & Public Svc.,en/html/126.html,Amendment of Public Rental Housing Application Information,Hong Kong Housing Authority: https://www.housingauthority.gov.hk/en/common/pdf/global-elements/forms/flat-application/HD10.pdf?formcatid=1531&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
127,en,Gov. & Public Svc.,en/html/127.html,Kaifong Representative Election Application for New Registration / Report on Change of Particulars by an Elector,Hong Kong Home Affairs Department: https://www.had.gov.hk/rre/images/forms/KFR_COP_en2.pdf?formcatid=1429&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
128,en,Gov. & Public Svc.,en/html/128.html,Application for registration as an Authorized Land Surveyor under section 13(1) of the Land Survey Ordinance (Cap.473),Hong Kong SAR Government: https://www.gov.hk/,Source-site terms apply. Original source document is not redistributed by NEST.
129,en,Business,en/html/129.html,Request for Retrieval of E-services User Name / Re-setting of Password of Rice,Hong Kong Trade and Industry Department: https://www.tid.gov.hk/en/public_services/forms/files/tid243.pdf?formcatid=2611&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
130,en,Business,en/html/130.html,Kimberley Process Certificate (Export) Application Form,Hong Kong Trade and Industry Department: https://www.tid.gov.hk/en/public_services/forms/files/tid504a.pdf?formcatid=2657&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
131,en,Gov. & Public Svc.,en/html/131.html,Kimberley Process Certificate (Import) Application Form [TID 503A],Hong Kong Trade and Industry Department: https://www.tid.gov.hk/en/public_services/forms/files/tid503a.pdf?formcatid=2656&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
132,en,Gov. & Public Svc.,en/html/132.html,Powdered Formula Export Licence : Request for Amendment (TID 336),Hong Kong Trade and Industry Department: https://www.tid.gov.hk/en/public_services/forms/files/tid336.pdf?formcatid=2683&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
133,en,Gov. & Public Svc.,en/html/133.html,Application for Special Permit to Import Breeding Pigs,"Hong Kong Agriculture, Fisheries and Conservation Department: https://www.afcd.gov.hk/english/quarantine/qua_ie/qua_ie_ipab/qua_ie_ipab_ilpbp/files/AF240_pig_Jul16E.pdf?formcatid=516&formcatlang=en&formcatformat=pdf",Source-site terms apply. Original source document is not redistributed by NEST.
134,en,Gov. & Public Svc.,en/html/134.html,East Kowloon Cultural Centre Major Facilities Booking Application Form,EKCC: https://www.ekcc.hk/documents/venue_detail/hiring/booking-docs/EKCC_LA_ApplicationForm_en.pdf?formcatid=3824&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
135,en (bilingual en/zh),Gov. & Public Svc.,en/html/135.html,Robotcop Show Application Form 機靈先生表演申請表格,Hong Kong Police Force: https://www.police.gov.hk/info/doc/robotcop.pdf?formcatid=3306&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
136,en,Gov. & Public Svc.,en/html/136.HTML,Application for Adoption of Police Dog,Hong Kong Police Force: https://www.police.gov.hk/info/doc/Application%20for%20Adoption%20of%20Police%20Dog.pdf?formcatid=3305&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
137,en,Gov. & Public Svc.,en/html/137.html,Communications Authority Complaint Form on Television or Radio Broadcast,Communications Authority: https://www.coms-auth.hk/filemanager/en/content_508/ca_complaint_form_e.pdf?formcatid=1&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
138,en,Gov. & Public Svc.,en/html/138.html,East Kowloon Cultural Centre Incubator Booking Application,EKCC: https://www.ekcc.hk/documents/venue_detail/hiring/booking-docs/EKCC_IN123_ApplicationForm_en.pdf?formcatid=3828&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
139,en,Business,en/html/139.html,Complaint on Suspected Contravention of Section 18A of the Telecommunications Ordinance (Cap. 106) (the “TO”),Hong Kong Office of the Communications Authority: https://www.ofca.gov.hk/filemanager/ofca/en/content_1585/puti_complaint_form_e.pdf?formcatid=3093&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
140,en,Business,en/html/140.html,Complaint Form – Complaints against OFCA,Hong Kong Office of the Communications Authority: https://www.ofca.gov.hk/filemanager/ofca/en/content_170/complaintform.pdf?formcatid=3033&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
141,en,Business,en/html/141.html,COMPLAINT FORM,Communications Authority: https://www.coms-auth.hk/filemanager/en/content_800/complaintForm_en.pdf?formcatid=2379&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
142,en,Gov. & Public Svc.,en/html/142.html,Report Form under the Unsolicited Electronic Messages Ordinance,Hong Kong Office of the Communications Authority: https://www.ofca.gov.hk/filemanager/ofca/en/content_223/uemo_report_form_en.pdf?formcatid=2370&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
143,en,Gov. & Public Svc.,en/html/143.html,Application for Visit to Police Dog Unit Kwun Tong Operation Base,Hong Kong Police Force: https://www.police.gov.hk/info/doc/Application_for_Visit_to_Police_Dog_Unit_Kwun_Tong_Operation_Base.pdf?formcatid=3301&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
144,en (bilingual en/zh),Gov. & Public Svc.,en/html/144.html,Application for Playing Musical Instrument Permit in Public Street or Road,Hong Kong Police Force: https://www.police.gov.hk/info/doc/licensing/general/en/mip_en.pdf?formcatid=3216&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
145,en,Gov. & Public Svc.,en/html/145.html,Queen Elizabeth Stadium Arena Booking Application,Hong Kong Leisure and Cultural Services Department: https://www.lcsd.gov.hk/en/qes/common/form/major_form_lcs315b_e.pdf?formcatid=2156&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
146,en (bilingual en/zh),Gov. & Public Svc.,en/html/146.html,Application for Registration as a Scheme Operator - FORM 2,Hong Kong Labour Department: https://www.labour.gov.hk/eng/form/os/pdf/SM-F2.pdf?formcatid=1952&formcatlang=en&formcatformat=pdf,Redistribution requires prior written authorization from the Hong Kong Labour Department. Original source document is not redistributed by NEST.
147,en,Workplace / HR,en/html/147.html,Application for Registration as a Safety Officer,Hong Kong Labour Department: https://www.labour.gov.hk/eng/form/os/pdf/SOSS-F1.pdf?formcatid=1944&formcatlang=en&formcatformat=pdf,Redistribution requires prior written authorization from the Hong Kong Labour Department. Original source document is not redistributed by NEST.
148,en,Education,en/html/148.html,Application for Examination or Endorsement for a Certificate of Competency,Hong Kong Labour Department: https://www.labour.gov.hk/form/bpvd/5_2000_a.pdf?formcatid=1940&formcatlang=en&formcatformat=pdf,Redistribution requires prior written authorization from the Hong Kong Labour Department. Original source document is not redistributed by NEST.
149,en,Gov. & Public Svc.,en/html/149.html,Weekly Inspection Report for Lifting Appliances,Hong Kong Labour Department: https://www.labour.gov.hk/eng/form/os/pdf/LALG-F1.pdf?formcatid=1938&formcatlang=en&formcatformat=pdf,Redistribution requires prior written authorization from the Hong Kong Labour Department. Original source document is not redistributed by NEST.
150,en,Gov. & Public Svc.,en/html/150.html,Self-service Hard Copy from Digital File Request Form,Hong Kong Government Records Service: https://www.grs.gov.hk/pdf/ssdigital_files.pdf?formcatid=3028&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
151,en,Workplace / HR,en/html/151.html,Application Form for Onsite Group Visit,Hong Kong Government Records Service: https://www.grs.gov.hk/pdf/Onsite_group_visit_en.pdf?formcatid=3029&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
152,en,Gov. & Public Svc.,en/html/152.html,Self-service Hard Copy from Digital File Request Form,Hong Kong Government Records Service: https://www.grs.gov.hk/pdf/micro.pdf?formcatid=2457&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
153,en,Gov. & Public Svc.,en/html/153.html,Application for Location Scouting at Sites/Premises Controlled by the Government Property Agency,Hong Kong Lands Department: https://www.landsd.gov.hk/doc/en/smo/leg/form/smf-0016.pdf?formcatid=2056&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
154,en,Gov. & Public Svc.,en/html/154.html,Application Form for Employment - HKSAR Government,Hong Kong Civil Service Bureau: https://www.csb.gov.hk/english/recruit/application/files/common/GF340.pdf?formcatid=84&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
155,en,Workplace / HR,en/html/155.html,Selective Placement Division - Vacancy Order Form,Hong Kong Labour Department: https://www.jobs.gov.hk/isps/Download/Document/Eng/JobForm2014r08_2.pdf?formcatid=1941&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
156,en,Workplace / HR,en/html/156.html,Labour Relations Division Claim Form,Hong Kong Labour Department: https://www.labour.gov.hk/common/form/lrd/LD15.pdf?formcatid=3399&formcatlang=en&formcatformat=pdf,Redistribution requires prior written authorization from the Hong Kong Labour Department. Original source document is not redistributed by NEST.
157,en,Gov. & Public Svc.,en/html/157.html,Certificate of an Employee's Permanent Unfitness for a Particular Type of Work,Hong Kong Labour Department: https://www.labour.gov.hk/common/form/lrd/LD424S.pdf?formcatid=3400&formcatlang=en&formcatformat=pdf,Redistribution requires prior written authorization from the Hong Kong Labour Department. Original source document is not redistributed by NEST.
158,en,Workplace / HR,en/html/158.html,Application for Long Service Payment by Family Members of a Deceased Employee,Hong Kong Labour Department: https://www.labour.gov.hk/common/form/lrd/LD425S.pdf?formcatid=3401&formcatlang=en&formcatformat=pdf,Redistribution requires prior written authorization from the Hong Kong Labour Department. Original source document is not redistributed by NEST.
